Num,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause,PositionCode,Is_GK,Is_Defense,Is_Midfield,Is_Offense,Variable
3167,203502,B. Reid,25,https://cdn.sofifa.org/players/4/19/203502.png,England,https://cdn.sofifa.org/flags/14.png,73,78,Cardiff City,https://cdn.sofifa.org/teams/2/light/1961.png,5500000,37000,1979,Right,1,3,3,High/ High,Lean,Yes,ST,14,2018-06-28,,2022,170,150,74,74,74,76,76,76,76,76,75,75,75,75,72,72,72,75,69,65,65,65,69,67,61,61,61,67,67,74,63,71,69,74,61,62,64,74,84,78,87,75,86,67,72,83,60,72,46,56,77,71,70,65,53,58,54,8,12,13,8,10,11400000,4,0,0,0,1,0
3175,189167,A. Gunnarsson,29,https://cdn.sofifa.org/players/4/19/189167.png,Iceland,https://cdn.sofifa.org/flags/24.png,73,73,Cardiff City,https://cdn.sofifa.org/teams/2/light/1961.png,3100000,34000,1921,Right,1,3,3,Medium/ High,Normal,Yes,RCM,17,2011-07-09,,2019,177,190,67,67,67,67,67,67,67,67,68,68,68,67,71,71,71,67,71,73,73,73,71,70,73,73,73,70,64,57,68,72,61,66,56,59,71,72,56,57,73,71,72,70,73,71,72,66,80,77,62,64,52,65,63,73,71,11,6,16,10,9,6200000,3,0,0,1,0,0
3871,190430,J. Bennett,28,https://cdn.sofifa.org/players/4/19/190430.png,England,https://cdn.sofifa.org/flags/14.png,72,72,Cardiff City,https://cdn.sofifa.org/teams/2/light/1961.png,2500000,30000,1821,Left,1,3,3,High/ Medium,Lean,Yes,LB,3,2016-08-27,,2021,177,163,60,60,60,64,62,62,62,64,63,63,63,67,66,66,66,67,72,72,72,72,72,72,72,72,72,72,70,35,63,70,51,67,48,61,67,69,74,64,72,72,69,65,71,69,65,28,75,74,53,59,45,64,71,73,72,9,8,11,7,14,4900000,2,0,1,0,0,0
3912,198641,K. Zohore,24,https://cdn.sofifa.org/players/4/19/198641.png,Denmark,https://cdn.sofifa.org/flags/13.png,72,77,Cardiff City,https://cdn.sofifa.org/teams/2/light/1961.png,4200000,30000,1580,Left,1,3,3,Medium/ Low,Normal,Yes,ST,10,2016-07-06,,2020,193,212,72,72,72,64,68,68,68,64,63,63,63,63,58,58,58,63,47,48,48,48,47,45,45,45,45,45,38,71,70,57,68,67,49,58,38,69,54,74,51,71,33,79,34,69,87,61,71,37,73,48,71,67,17,18,11,7,7,6,5,11,8800000,4,0,0,0,1,0
4080,210724,C. Paterson,23,https://cdn.sofifa.org/players/4/19/210724.png,Scotland,https://cdn.sofifa.org/flags/42.png,71,77,Cardiff City,https://cdn.sofifa.org/teams/2/light/1961.png,3200000,24000,1992,Right,1,3,3,High/ High,Normal,Yes,RB,2,2017-07-01,,2022,187,168,74,74,74,71,72,72,72,71,71,71,71,73,72,72,72,73,73,73,73,73,73,73,74,74,74,73,70,70,78,68,68,66,48,32,68,67,72,79,66,77,59,72,93,91,83,63,85,66,74,71,46,58,67,69,68,7,10,12,16,11,7000000,2,0,1,0,0,0
4426,194964,N. Mendez-Laing,26,https://cdn.sofifa.org/players/4/19/194964.png,England,https://cdn.sofifa.org/flags/14.png,71,72,Cardiff City,https://cdn.sofifa.org/teams/2/light/1961.png,2800000,30000,1733,Right,1,3,3,High/ Medium,Stocky,Yes,RW,19,2017-07-01,,2021,180,165,69,69,69,72,71,71,71,72,70,70,70,72,65,65,65,72,58,53,53,53,58,54,46,46,46,54,66,65,53,63,51,77,59,49,57,72,85,85,72,67,70,67,62,74,71,65,40,46,65,65,48,61,21,30,24,16,15,10,12,11,5800000,4,0,0,0,1,0
4761,206083,J. Murphy,23,https://cdn.sofifa.org/players/4/19/206083.png,England,https://cdn.sofifa.org/flags/14.png,70,77,Cardiff City,https://cdn.sofifa.org/teams/2/light/1961.png,2500000,21000,1672,Right,1,4,3,High/ Low,Lean,Yes,LM,11,2018-06-12,,2022,172,148,67,67,67,72,71,71,71,72,70,70,70,71,62,62,62,71,54,48,48,48,54,50,39,39,39,50,64,65,38,66,55,75,63,48,55,74,83,86,78,61,77,74,46,62,50,65,41,29,69,57,58,57,25,22,24,10,12,10,15,15,5500000,3,0,0,1,0,0
5136,172904,L. Tomlin,29,https://cdn.sofifa.org/players/4/19/172904.png,England,https://cdn.sofifa.org/flags/14.png,70,70,Cardiff City,https://cdn.sofifa.org/teams/2/light/1961.png,1700000,25000,1805,Right,1,3,3,High/ Medium,Stocky,Yes,CAM,25,2017-07-13,,2020,180,163,68,68,68,69,70,70,70,69,71,71,71,68,67,67,67,68,55,57,57,57,55,52,51,51,51,52,60,68,53,70,65,71,65,72,64,71,62,61,72,63,74,76,58,54,66,71,76,46,68,74,70,66,29,36,33,9,12,13,12,11,3500000,3,0,0,1,0,0
5698,194319,D. Ward,27,https://cdn.sofifa.org/players/4/19/194319.png,England,https://cdn.sofifa.org/flags/14.png,69,69,Cardiff City,https://cdn.sofifa.org/teams/2/light/1961.png,1100000,22000,1793,Left,1,4,3,High/ High,Normal,Yes,ST,9,2017-06-23,,2020,180,159,70,70,70,68,69,69,69,68,67,67,67,68,63,63,63,68,54,52,52,52,54,52,49,49,49,52,63,69,65,62,64,67,60,63,61,66,73,73,69,65,68,75,90,72,70,67,54,23,68,63,64,63,36,33,32,13,11,15,11,8,2200000,4,0,0,0,1,0
5730,193303,A. Richards,27,https://cdn.sofifa.org/players/4/19/193303.png,Wales,https://cdn.sofifa.org/flags/50.png,69,69,Cardiff City,https://cdn.sofifa.org/teams/2/light/1961.png,875000,19000,1740,Right,1,3,3,Medium/ Medium,Normal,Yes,RB,6,2016-07-19,,2019,175,165,59,59,59,62,61,61,61,62,62,62,62,64,64,64,64,64,69,68,68,68,69,69,69,69,69,69,68,35,60,69,36,65,53,42,66,66,68,68,69,64,62,56,64,68,73,50,65,63,57,50,50,60,70,72,71,11,6,6,8,9,1800000,2,0,1,0,0,0
6009,169575,L. Peltier,31,https://cdn.sofifa.org/players/4/19/169575.png,England,https://cdn.sofifa.org/flags/14.png,69,69,Cardiff City,https://cdn.sofifa.org/teams/2/light/1961.png,700000,19000,1694,Right,1,2,2,Low/ High,Normal,No,RB,2,2015-01-24,,2020,177,161,55,55,55,59,58,58,58,59,59,59,59,61,62,62,62,61,69,69,69,69,69,69,72,72,72,69,60,40,63,62,28,60,49,38,55,63,65,57,53,65,70,32,83,72,66,39,80,73,56,57,38,63,72,74,73,6,7,13,10,15,1400000,2,0,1,0,0,0
6116,184707,G. Madine,27,https://cdn.sofifa.org/players/4/19/184707.png,England,https://cdn.sofifa.org/flags/14.png,69,69,Cardiff City,https://cdn.sofifa.org/teams/2/light/1961.png,1100000,22000,1641,Right,1,3,2,Medium/ Medium,Normal,No,ST,24,2018-01-31,,2021,190,165,69,69,69,62,66,66,66,62,63,63,63,61,59,59,59,61,48,50,50,50,48,46,50,50,50,46,42,68,75,58,67,59,42,35,39,66,48,56,54,68,52,71,82,71,84,63,79,33,73,63,66,65,31,23,19,11,7,12,14,10,2200000,4,0,0,0,1,0
6498,189412,L. Damour,27,https://cdn.sofifa.org/players/4/19/189412.png,France,https://cdn.sofifa.org/flags/18.png,69,72,Cardiff City,https://cdn.sofifa.org/teams/2/light/1961.png,1100000,19000,1838,Right,1,4,2,High/ High,Normal,No,CDM,20,2017-07-06,,2019,180,165,63,63,63,64,64,64,64,64,65,65,65,65,67,67,67,65,68,69,69,69,68,68,68,68,68,68,59,61,58,66,55,60,60,52,65,64,63,68,75,70,61,65,71,79,63,62,79,67,52,66,39,58,66,68,67,9,14,12,10,12,2200000,3,0,0,1,0,0
7450,179665,A. Pilkington,30,https://cdn.sofifa.org/players/4/19/179665.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,68,68,Cardiff City,https://cdn.sofifa.org/teams/2/light/1961.png,875000,19000,1797,Right,1,4,3,High/ Low,Normal,No,ST,26,2014-08-14,,2019,180,179,69,69,69,69,69,69,69,69,69,69,69,69,65,65,65,69,53,53,53,53,53,49,46,46,46,49,72,67,60,65,69,69,72,74,65,69,63,62,68,67,66,74,67,58,71,71,70,49,68,71,65,67,17,22,18,13,14,13,15,13,1800000,4,0,0,0,1,0
7704,167694,M. Connolly,30,https://cdn.sofifa.org/players/4/19/167694.png,England,https://cdn.sofifa.org/flags/14.png,67,67,Cardiff City,https://cdn.sofifa.org/teams/2/light/1961.png,550000,13000,1626,Right,1,3,2,Medium/ High,Lean,No,RB,16,2012-08-21,,2020,187,185,60,60,60,58,59,59,59,58,59,59,59,60,62,62,62,60,66,68,68,68,66,67,71,71,71,67,61,44,72,64,29,55,22,25,57,64,55,57,41,62,47,63,73,64,76,48,73,68,60,57,38,69,69,71,71,6,12,9,7,6,1100000,2,0,1,0,0,0
10140,197170,K. Harris,25,https://cdn.sofifa.org/players/4/19/197170.png,England,https://cdn.sofifa.org/flags/14.png,65,68,Cardiff City,https://cdn.sofifa.org/teams/2/light/1961.png,675000,11000,1508,Right,1,3,3,High/ Medium,Stocky,Yes,LM,23,2012-01-30,,2019,175,150,58,58,58,66,63,63,63,66,63,63,63,66,57,57,57,66,53,47,47,47,53,49,39,39,39,49,61,54,29,63,18,71,34,25,52,68,86,78,86,56,87,53,75,67,58,49,33,29,55,48,40,49,25,26,28,7,14,9,14,10,1400000,3,0,0,1,0,0
11532,140420,B. Murphy,35,https://cdn.sofifa.org/players/4/19/140420.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,64,64,Cardiff City,https://cdn.sofifa.org/teams/2/light/1961.png,110000,5000,1005,Right,1,3,1,Medium/ Medium,Normal,No,GK,28,2016-09-02,,2019,182,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,13,22,13,11,13,13,16,24,34,32,47,59,52,21,58,32,41,14,32,16,15,24,24,52,13,14,13,65,59,56,65,67,220000,1,1,0,0,0,0
15848,237832,I. Meite,21,https://cdn.sofifa.org/players/4/19/237832.png,England,https://cdn.sofifa.org/flags/14.png,58,68,Cardiff City,https://cdn.sofifa.org/teams/2/light/1961.png,210000,5000,1313,Left,1,2,2,High/ Low,Lean,No,ST,27,2017-01-09,,2019,187,159,58,58,58,54,56,56,56,54,53,53,53,51,44,44,44,51,36,33,33,33,36,35,34,34,34,35,28,59,57,41,43,56,34,32,28,53,63,65,56,54,59,60,59,38,64,57,29,11,55,48,62,48,16,17,18,11,12,11,8,9,462000,4,0,0,0,1,0
16357,226105,J. McKay,21,https://cdn.sofifa.org/players/4/19/226105.png,Scotland,https://cdn.sofifa.org/flags/42.png,57,65,Cardiff City,https://cdn.sofifa.org/teams/2/light/1961.png,160000,5000,1326,Left,1,3,2,Medium/ Medium,Lean,No,ST,40,2018-01-22,,2020,190,187,58,58,58,53,55,55,55,53,54,54,54,52,49,49,49,52,38,40,40,40,38,36,37,37,37,36,26,57,58,52,34,56,34,34,40,58,51,52,52,52,48,59,57,62,74,56,45,17,53,42,56,45,14,20,14,6,13,15,8,11,352000,4,0,0,0,1,0
17456,229559,J. Veale,21,https://cdn.sofifa.org/players/4/19/229559.png,Wales,https://cdn.sofifa.org/flags/50.png,54,65,Cardiff City,https://cdn.sofifa.org/teams/2/light/1961.png,120000,4000,1499,Right,1,3,2,High/ Medium,Lean,No,CM,43,2015-05-05,,2019,172,154,55,55,55,56,56,56,56,56,57,57,57,56,55,55,55,56,49,49,49,49,49,48,46,46,46,48,46,48,43,68,46,50,44,45,58,51,66,61,67,51,75,63,66,52,50,52,50,21,55,54,48,54,42,40,46,6,12,11,6,6,264000,3,0,0,1,0,0
17544,239893,C. Coxe,19,https://cdn.sofifa.org/players/4/19/239893.png,Wales,https://cdn.sofifa.org/flags/50.png,53,69,Cardiff City,https://cdn.sofifa.org/teams/2/light/1961.png,110000,2000,1332,Right,1,3,2,Medium/ Medium,Normal,No,RB,36,2017-02-22,,2019,180,154,43,43,43,48,46,46,46,48,46,46,46,50,46,46,46,50,53,51,51,51,53,54,53,53,53,54,44,20,40,43,27,55,30,31,41,54,68,64,56,48,66,32,59,53,56,25,50,54,45,33,27,36,47,55,53,13,15,9,12,7,289000,2,0,1,0,0,0
17546,239895,J. Waite,19,https://cdn.sofifa.org/players/4/19/239895.png,Wales,https://cdn.sofifa.org/flags/50.png,53,69,Cardiff City,https://cdn.sofifa.org/teams/2/light/1961.png,130000,3000,1429,Right,1,3,3,Medium/ Medium,Normal,No,CM,35,2017-02-22,,2019,175,134,51,51,51,53,54,54,54,53,55,55,55,53,54,54,54,53,51,51,51,51,51,51,48,48,48,51,33,41,44,57,38,56,37,38,55,56,63,65,67,57,78,57,53,53,33,48,50,44,40,48,45,51,46,45,44,5,6,11,8,8,341000,3,0,0,1,0,0
17796,242541,C. Brown,20,https://cdn.sofifa.org/players/4/19/242541.png,England,https://cdn.sofifa.org/flags/14.png,52,64,Cardiff City,https://cdn.sofifa.org/teams/2/light/1961.png,80000,4000,1424,Left,1,2,2,Medium/ Medium,Normal,No,CB,37,2018-01-09,,2020,185,168,48,48,48,48,47,47,47,48,47,47,47,49,47,47,47,49,51,50,50,50,51,52,53,53,53,52,45,36,46,46,34,46,40,38,47,53,63,63,61,46,54,56,67,52,68,45,55,45,34,37,37,40,47,50,51,12,8,14,15,13,176000,2,0,1,0,0,0
