Num,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause,PositionCode,Is_GK,Is_Defense,Is_Midfield,Is_Offense,Variable
1583,189446,J. Stanislas,28,https://cdn.sofifa.org/players/4/19/189446.png,England,https://cdn.sofifa.org/flags/14.png,75,75,Bournemouth,https://cdn.sofifa.org/teams/2/light/1943.png,6500000,55000,1779,Right,1,3,3,High/ Medium,Lean,Yes,RM,19,2014-07-01,,2019,182,168,70,70,70,75,74,74,74,75,75,75,75,75,71,71,71,75,62,58,58,58,62,57,46,46,46,57,72,71,43,74,51,75,74,77,67,77,76,76,75,69,63,71,44,72,55,69,36,60,73,74,61,67,28,27,29,13,8,6,7,6,12400000,3,0,0,1,0,0
1908,169638,C. Daniels,31,https://cdn.sofifa.org/players/4/19/169638.png,England,https://cdn.sofifa.org/flags/14.png,75,75,Bournemouth,https://cdn.sofifa.org/teams/2/light/1943.png,4400000,49000,2017,Left,1,3,3,High/ Medium,Normal,Yes,LB,11,2012-01-01,,2020,177,165,69,69,69,72,72,72,72,72,72,72,72,73,73,73,73,73,75,74,74,74,75,75,74,74,74,75,75,55,67,74,53,74,69,68,69,74,74,69,70,74,72,70,76,73,68,62,64,74,71,71,72,70,72,76,75,14,16,13,6,7,8300000,2,0,1,0,0,0
1979,135883,S. Francis,33,https://cdn.sofifa.org/players/4/19/135883.png,England,https://cdn.sofifa.org/flags/14.png,75,75,Bournemouth,https://cdn.sofifa.org/teams/2/light/1943.png,2700000,49000,1788,Right,1,4,2,High/ Medium,Normal,Yes,RB,2,2012-01-01,,2020,187,198,60,60,60,62,62,62,62,62,64,64,64,64,68,68,68,64,71,73,73,73,71,71,76,76,76,71,72,25,72,73,26,67,51,61,67,70,49,54,51,73,58,70,67,55,77,62,75,72,57,63,44,71,74,79,76,12,6,10,8,12,5100000,2,0,1,0,0,0
2009,172768,A. Surman,31,https://cdn.sofifa.org/players/4/19/172768.png,England,https://cdn.sofifa.org/flags/14.png,75,75,Bournemouth,https://cdn.sofifa.org/teams/2/light/1943.png,5500000,53000,1938,Left,1,4,3,Medium/ Medium,Normal,Yes,LCM,6,2014-09-01,,2019,177,161,68,68,68,70,71,71,71,70,74,74,74,72,76,76,76,72,70,73,73,73,70,69,68,68,68,69,68,63,59,82,55,67,61,68,77,77,59,53,59,75,72,68,70,72,65,67,68,66,66,78,67,76,66,68,61,16,14,7,16,8,10500000,3,0,0,1,0,0
2312,105846,A. Boruc,38,https://cdn.sofifa.org/players/4/19/105846.png,Poland,https://cdn.sofifa.org/flags/37.png,74,74,Bournemouth,https://cdn.sofifa.org/teams/2/light/1943.png,375000,24000,1159,Right,2,3,1,Medium/ Medium,Normal,Yes,GK,1,2015-07-01,,2019,193,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,11,25,13,14,13,19,34,18,37,39,40,69,40,21,73,31,69,15,38,25,17,40,21,63,15,20,20,74,73,62,76,74,713000,1,1,0,0,0,0
2447,184749,D. Gosling,28,https://cdn.sofifa.org/players/4/19/184749.png,England,https://cdn.sofifa.org/flags/14.png,74,74,Bournemouth,https://cdn.sofifa.org/teams/2/light/1943.png,5500000,51000,1951,Right,1,3,3,Medium/ High,Normal,Yes,CM,4,2014-07-01,,2021,182,174,70,70,70,71,72,72,72,71,73,73,73,71,74,74,74,71,71,73,73,73,71,70,71,71,71,70,68,66,65,78,64,69,57,57,72,73,59,54,62,70,70,71,68,73,65,73,73,73,75,73,61,77,69,69,68,6,15,14,15,6,10500000,3,0,0,1,0,0
2550,205540,J. Ibe,22,https://cdn.sofifa.org/players/4/19/205540.png,England,https://cdn.sofifa.org/flags/14.png,74,79,Bournemouth,https://cdn.sofifa.org/teams/2/light/1943.png,7500000,43000,1832,Right,1,4,3,Medium/ Medium,Normal,Yes,RM,10,2016-07-18,,2020,175,179,69,69,69,75,74,74,74,75,74,74,74,74,69,69,69,74,62,59,59,59,62,59,51,51,51,59,67,63,35,70,50,83,65,53,61,77,83,78,80,65,81,77,57,67,66,72,50,48,71,69,63,68,35,45,40,13,15,7,13,13,14800000,3,0,0,1,0,0
2682,220196,D. Brooks,20,https://cdn.sofifa.org/players/4/19/220196.png,Wales,https://cdn.sofifa.org/flags/50.png,73,85,Bournemouth,https://cdn.sofifa.org/teams/2/light/1943.png,7000000,33000,1713,Left,1,3,4,Medium/ Medium,Lean,No,RM,13,2018-07-01,,2022,182,137,67,67,67,74,72,72,72,74,74,74,74,74,69,69,69,74,58,54,54,54,58,53,43,43,43,53,66,68,40,74,50,77,61,48,64,75,73,76,85,72,79,60,59,70,45,55,44,34,68,74,58,76,28,31,28,8,14,9,13,7,14700000,3,0,0,1,0,0
4512,166838,M. Pugh,31,https://cdn.sofifa.org/players/4/19/166838.png,England,https://cdn.sofifa.org/flags/14.png,71,71,Bournemouth,https://cdn.sofifa.org/teams/2/light/1943.png,2100000,35000,1820,Right,1,4,4,High/ Medium,Normal,Yes,LM,7,2010-06-01,,2019,180,159,70,70,70,72,72,72,72,72,72,72,72,72,68,68,68,72,60,59,59,59,60,57,55,55,55,57,69,68,66,69,49,75,60,69,59,74,71,62,73,69,66,67,62,70,64,66,60,37,72,69,64,71,55,44,31,14,15,13,8,10,4000000,3,0,0,1,0,0
5370,221618,L. Mousset,22,https://cdn.sofifa.org/players/4/19/221618.png,France,https://cdn.sofifa.org/flags/18.png,70,75,Bournemouth,https://cdn.sofifa.org/teams/2/light/1943.png,2400000,29000,1638,Right,1,2,3,Medium/ Medium,Normal,Yes,ST,9,2016-06-30,,2020,182,176,70,70,70,68,69,69,69,68,66,66,66,65,58,58,58,65,48,44,44,44,48,45,41,41,41,45,48,69,67,57,53,73,47,41,44,70,75,76,71,62,68,76,69,62,69,70,37,22,65,55,75,60,19,20,17,12,14,13,6,16,4800000,4,0,0,0,1,0
5431,212419,T. Mings,25,https://cdn.sofifa.org/players/4/19/212419.png,England,https://cdn.sofifa.org/flags/14.png,70,72,Bournemouth,https://cdn.sofifa.org/teams/2/light/1943.png,1800000,27000,1692,Left,1,3,3,Medium/ Medium,Normal,Yes,LB,26,2015-06-26,,2021,195,170,57,57,57,62,60,60,60,62,61,61,61,65,63,63,63,65,70,69,69,69,70,70,71,71,71,70,70,35,63,65,30,69,45,37,59,65,62,74,58,65,48,41,62,71,81,30,73,70,57,54,45,59,70,71,70,7,10,13,7,15,3500000,2,0,1,0,0,0
13763,233934,A. Ramsdale,20,https://cdn.sofifa.org/players/4/19/233934.png,England,https://cdn.sofifa.org/flags/14.png,62,76,Bournemouth,https://cdn.sofifa.org/teams/2/light/1943.png,550000,4000,1102,Right,1,2,1,Medium/ Medium,Lean,No,GK,12,2017-01-31,,2021,187,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,25,21,18,28,16,29,19,26,33,36,45,50,52,35,58,35,51,19,35,12,5,44,28,44,14,11,19,63,59,57,60,70,1400000,1,1,0,0,0,0
14136,237378,M. Dobre,19,https://cdn.sofifa.org/players/4/19/237378.png,Romania,https://cdn.sofifa.org/flags/39.png,61,75,Bournemouth,https://cdn.sofifa.org/teams/2/light/1943.png,550000,4000,1541,Right,1,3,3,High/ Medium,Lean,No,RM,54,2016-08-31,,2019,177,157,56,56,56,61,59,59,59,61,59,59,59,61,55,55,55,61,54,50,50,50,54,52,46,46,46,52,55,46,40,52,33,67,44,40,45,62,77,76,78,57,74,54,60,68,55,43,59,38,56,50,48,67,33,40,36,7,15,14,9,10,1400000,3,0,0,1,0,0
14553,230876,M. Butcher,21,https://cdn.sofifa.org/players/4/19/230876.png,England,https://cdn.sofifa.org/flags/14.png,61,73,Bournemouth,https://cdn.sofifa.org/teams/2/light/1943.png,450000,7000,1553,Left,1,3,2,Medium/ High,Normal,Yes,CM,36,2015-04-01,,2019,187,183,56,56,56,58,58,58,58,58,60,60,60,59,61,61,61,59,57,60,60,60,57,57,59,59,59,57,48,49,53,64,36,61,37,30,63,66,50,54,55,52,55,54,70,59,68,47,55,55,53,62,47,50,51,57,55,15,6,7,7,12,945000,3,0,0,1,0,0
14575,230882,J. Simpson,21,https://cdn.sofifa.org/players/4/19/230882.png,England,https://cdn.sofifa.org/flags/14.png,61,71,Bournemouth,https://cdn.sofifa.org/teams/2/light/1943.png,350000,6000,1332,Left,1,2,2,Medium/ Medium,Normal,Yes,CB,25,2015-07-01,,2020,182,183,43,43,43,39,39,39,39,39,39,39,39,40,42,42,42,40,52,53,53,53,52,54,61,61,61,54,37,30,66,40,37,37,29,36,36,39,44,44,50,52,59,43,70,49,68,26,52,61,29,33,45,52,60,64,63,8,6,5,8,6,735000,2,0,1,0,0,0
15333,234252,C. Jordan,19,https://cdn.sofifa.org/players/4/19/234252.png,England,https://cdn.sofifa.org/flags/14.png,59,73,Bournemouth,https://cdn.sofifa.org/teams/2/light/1943.png,300000,3000,1349,Right,1,2,2,Medium/ High,Normal,No,CB,46,2016-03-01,,2019,185,176,42,42,42,41,41,41,41,41,41,41,41,42,43,43,43,42,51,53,53,53,51,53,59,59,59,53,33,22,54,42,31,34,33,34,34,50,47,53,53,51,60,41,69,49,68,22,64,57,35,33,49,52,56,60,59,12,14,5,15,10,758000,2,0,1,0,0,0
15435,239676,K. Taylor,18,https://cdn.sofifa.org/players/4/19/239676.png,England,https://cdn.sofifa.org/flags/14.png,59,72,Bournemouth,https://cdn.sofifa.org/teams/2/light/1943.png,280000,4000,1539,Right,1,3,3,Medium/ Medium,Lean,No,CAM,28,2017-07-04,,2020,177,154,56,56,56,59,58,58,58,59,60,60,60,60,57,57,57,60,51,50,50,50,51,50,46,46,46,50,56,50,49,61,52,61,62,53,59,61,69,63,65,58,70,61,57,48,51,47,43,26,45,59,50,62,33,43,45,8,12,7,6,9,707000,3,0,0,1,0,0
15521,243044,N. Ofoborh,18,https://cdn.sofifa.org/players/4/19/243044.png,Nigeria,https://cdn.sofifa.org/flags/133.png,59,75,Bournemouth,https://cdn.sofifa.org/teams/2/light/1943.png,290000,3000,1566,Right,1,3,2,Medium/ Medium,Lean,No,CDM,59,2017-12-16,,2020,182,170,52,52,52,53,53,53,53,53,54,54,54,54,56,56,56,54,58,60,60,60,58,59,61,61,61,59,42,36,57,57,43,55,47,43,54,56,60,61,57,57,59,58,61,61,64,40,63,57,41,54,55,43,59,61,58,8,11,9,14,8,732000,3,0,0,1,0,0
15923,239673,T. Cordner,19,https://cdn.sofifa.org/players/4/19/239673.png,England,https://cdn.sofifa.org/flags/14.png,58,68,Bournemouth,https://cdn.sofifa.org/teams/2/light/1943.png,170000,3000,1338,Right,1,3,2,Medium/ Medium,Normal,No,CB,55,2017-07-07,,2019,180,165,42,42,42,39,39,39,39,39,38,38,38,41,41,41,41,41,52,52,52,52,52,54,59,59,59,54,33,26,60,40,35,32,32,37,31,41,53,50,51,51,64,43,72,62,67,25,50,56,32,31,43,51,59,62,58,10,8,13,6,5,357000,2,0,1,0,0,0
16197,243669,J. Anthony,18,https://cdn.sofifa.org/players/4/19/243669.png,England,https://cdn.sofifa.org/flags/14.png,58,73,Bournemouth,https://cdn.sofifa.org/teams/2/light/1943.png,260000,4000,1443,Left,1,3,2,High/ Medium,Lean,No,ST,56,2018-05-26,,2019,175,137,59,59,59,58,58,58,58,58,56,56,56,57,49,49,49,57,43,38,38,38,43,41,34,34,34,41,40,58,53,49,55,59,51,34,40,56,75,73,67,54,75,59,63,66,50,50,32,21,55,45,62,54,15,17,17,8,9,7,13,15,657000,4,0,0,0,1,0
16198,243670,J. Boote,18,https://cdn.sofifa.org/players/4/19/243670.png,England,https://cdn.sofifa.org/flags/14.png,58,71,Bournemouth,https://cdn.sofifa.org/teams/2/light/1943.png,230000,4000,1585,Right,1,3,2,Medium/ Medium,Lean,No,CM,60,2018-05-26,,2019,175,139,55,55,55,58,58,58,58,58,59,59,59,60,59,59,59,60,57,55,55,55,57,55,50,50,50,55,53,50,43,60,50,57,52,51,58,61,63,63,65,57,79,55,50,71,45,48,51,43,51,58,56,56,47,49,47,8,14,15,7,8,581000,3,0,0,1,0,0
16290,234251,K. O'Connell,18,https://cdn.sofifa.org/players/4/19/234251.png,England,https://cdn.sofifa.org/flags/14.png,57,69,Bournemouth,https://cdn.sofifa.org/teams/2/light/1943.png,170000,4000,1479,Right,1,3,2,Medium/ High,Lean,No,LM,57,2016-04-01,,2019,175,141,54,54,54,57,56,56,56,57,57,57,57,57,54,54,54,57,50,47,47,47,50,49,43,43,43,49,53,50,48,55,49,60,55,49,52,55,61,60,65,56,61,55,57,55,40,46,42,31,49,58,50,62,29,34,49,11,10,13,10,11,357000,3,0,0,1,0,0
