Num,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause,PositionCode,Is_GK,Is_Defense,Is_Midfield,Is_Offense,Variable
952,182836,A. Carroll,29,https://cdn.sofifa.org/players/4/19/182836.png,England,https://cdn.sofifa.org/flags/14.png,77,77,West Ham United,https://cdn.sofifa.org/teams/2/light/19.png,9000000,80000,1839,Left,2,3,2,Medium/ High,Normal,Yes,ST,9,2013-06-19,,2019,193,174,77,77,77,69,72,72,72,69,70,70,70,67,67,67,67,67,55,59,59,59,55,55,61,61,61,55,60,77,91,66,74,67,53,42,57,74,43,50,57,77,47,83,83,50,92,76,88,45,78,65,73,76,26,46,43,14,14,12,10,6,17100000,4,0,0,0,1,0
1014,182882,C. Sánchez,32,https://cdn.sofifa.org/players/4/19/182882.png,Colombia,https://cdn.sofifa.org/flags/56.png,77,77,West Ham United,https://cdn.sofifa.org/teams/2/light/19.png,5000000,65000,1924,Right,2,3,3,Medium/ Medium,Normal,Yes,CDM,15,2018-08-09,,2020,182,181,67,67,67,68,68,68,68,68,70,70,70,70,74,74,74,70,74,77,77,77,74,74,77,77,77,74,60,48,70,78,43,70,52,58,76,74,69,66,64,66,41,72,75,77,85,68,80,79,58,68,62,75,70,79,72,11,6,7,13,7,9500000,3,0,0,1,0,0
1034,200054,Pedro Obiang,26,https://cdn.sofifa.org/players/4/19/200054.png,Equatorial Guinea,https://cdn.sofifa.org/flags/112.png,77,80,West Ham United,https://cdn.sofifa.org/teams/2/light/19.png,9000000,65000,1971,Right,2,3,3,Medium/ Medium,Lean,Yes,LCM,14,2015-07-01,,2022,185,165,68,68,68,70,70,70,70,70,72,72,72,72,76,76,76,72,75,77,77,77,75,75,76,76,76,75,68,50,70,77,60,74,56,62,79,76,64,66,68,69,63,74,72,76,75,65,71,76,60,78,59,76,72,78,77,9,7,7,6,7,17800000,3,0,0,1,0,0
1082,176285,W. Reid,29,https://cdn.sofifa.org/players/4/19/176285.png,New Zealand,https://cdn.sofifa.org/flags/198.png,77,77,West Ham United,https://cdn.sofifa.org/teams/2/light/19.png,7000000,68000,1693,Right,2,3,2,Low/ High,Normal,Yes,CB,2,2010-08-01,,2023,190,192,60,60,60,52,55,55,55,52,54,54,54,53,59,59,59,53,65,70,70,70,65,69,77,77,77,69,28,46,79,60,30,43,33,38,59,55,55,65,54,77,40,70,72,64,81,53,83,78,42,44,55,67,75,77,78,13,15,9,10,12,13300000,2,0,1,0,0,0
1152,231633,I. Diop,21,https://cdn.sofifa.org/players/4/19/231633.png,France,https://cdn.sofifa.org/flags/18.png,77,86,West Ham United,https://cdn.sofifa.org/teams/2/light/19.png,12000000,46000,1638,Right,2,3,2,Medium/ Medium,Lean,No,LCB,23,2018-06-20,,2023,193,203,54,54,54,51,52,52,52,51,52,52,52,54,58,58,58,54,68,71,71,71,68,71,77,77,77,71,37,30,74,64,48,43,32,34,59,60,64,68,46,68,48,50,73,69,83,31,77,78,38,40,44,72,76,78,80,10,7,6,14,9,25200000,2,0,1,0,0,0
1265,155946,R. Snodgrass,30,https://cdn.sofifa.org/players/4/19/155946.png,Scotland,https://cdn.sofifa.org/flags/42.png,76,76,West Ham United,https://cdn.sofifa.org/teams/2/light/19.png,7500000,66000,1977,Left,2,3,4,High/ Medium,Normal,Yes,RM,11,2017-01-27,,2020,182,181,72,72,72,76,76,76,76,76,76,76,76,76,75,75,75,76,65,66,66,66,65,61,58,58,58,61,82,71,44,74,65,76,82,82,72,80,61,65,72,73,67,81,57,73,70,76,82,46,76,79,73,77,42,56,41,8,15,14,12,10,14300000,3,0,0,1,0,0
1274,152879,M. Noble,31,https://cdn.sofifa.org/players/4/19/152879.png,England,https://cdn.sofifa.org/flags/14.png,76,76,West Ham United,https://cdn.sofifa.org/teams/2/light/19.png,6500000,66000,2009,Right,2,3,3,High/ High,Normal,Yes,RCM,16,2004-08-01,,2021,177,168,68,68,68,69,70,70,70,69,72,72,72,71,76,76,76,71,73,77,77,77,73,72,73,73,73,72,71,60,62,77,68,74,71,67,79,76,42,45,62,73,72,74,57,78,70,68,85,73,64,78,88,77,71,74,76,7,6,14,16,11,12400000,3,0,0,1,0,0
1462,189615,A. Cresswell,28,https://cdn.sofifa.org/players/4/19/189615.png,England,https://cdn.sofifa.org/flags/14.png,76,76,West Ham United,https://cdn.sofifa.org/teams/2/light/19.png,6000000,63000,2036,Left,2,3,3,High/ Medium,Normal,Yes,LB,3,2014-07-03,,2021,175,146,67,67,67,72,70,70,70,72,71,71,71,73,73,73,73,73,77,75,75,75,77,77,75,75,75,77,79,53,64,75,48,76,76,70,69,74,74,72,74,73,85,71,90,74,62,62,73,75,60,68,59,71,72,78,79,14,7,9,9,12,11400000,2,0,1,0,0,0
1485,142784,P. Zabaleta,33,https://cdn.sofifa.org/players/4/19/142784.png,Argentina,https://cdn.sofifa.org/flags/52.png,76,76,West Ham United,https://cdn.sofifa.org/teams/2/light/19.png,3000000,60000,1976,Right,3,3,3,Medium/ High,Normal,Yes,RB,5,2017-07-01,,2019,177,163,68,68,68,69,69,69,69,69,70,70,70,70,73,73,73,70,76,78,78,78,76,77,81,81,81,77,74,49,74,72,50,71,68,66,64,75,50,51,66,80,64,66,79,70,73,57,85,81,70,66,64,76,79,82,79,10,14,15,7,5,5600000,2,0,1,0,0,0
1566,190717,M. Antonio,28,https://cdn.sofifa.org/players/4/19/190717.png,England,https://cdn.sofifa.org/flags/14.png,76,76,West Ham United,https://cdn.sofifa.org/teams/2/light/19.png,8000000,69000,2055,Right,2,3,4,High/ Medium,Stocky,Yes,RM,30,2015-09-01,,2021,177,181,78,78,78,77,77,77,77,77,76,76,76,77,71,71,71,77,67,65,65,65,67,66,65,65,65,66,74,72,83,73,66,79,66,60,65,75,82,86,84,74,76,75,89,70,84,72,77,40,76,68,73,70,50,56,53,12,13,8,14,10,15200000,3,0,0,1,0,0
1595,212491,A. Masuaku,24,https://cdn.sofifa.org/players/4/19/212491.png,DR Congo,https://cdn.sofifa.org/flags/110.png,75,79,West Ham United,https://cdn.sofifa.org/teams/2/light/19.png,7000000,49000,2018,Left,1,2,4,High/ Medium,Lean,Yes,LB,26,2016-08-08,,2020,177,154,72,72,72,77,75,75,75,77,76,76,76,78,75,75,75,78,77,73,73,73,77,76,71,71,71,76,76,55,61,74,61,83,71,48,70,79,87,86,77,75,82,75,69,78,69,71,65,67,68,71,49,74,65,74,73,8,7,10,7,7,13800000,2,0,1,0,0,0
2676,205346,R. Fredericks,25,https://cdn.sofifa.org/players/4/19/205346.png,England,https://cdn.sofifa.org/flags/14.png,73,75,West Ham United,https://cdn.sofifa.org/teams/2/light/19.png,4000000,46000,1900,Right,1,3,3,High/ Medium,Lean,No,RB,24,2018-07-01,,2022,180,163,65,65,65,71,68,68,68,71,68,68,68,72,67,67,67,72,74,69,69,69,74,73,68,68,68,73,71,47,52,69,51,74,64,42,60,69,92,94,77,68,76,58,62,77,65,46,73,64,66,58,61,61,69,69,71,16,7,8,15,9,7900000,2,0,1,0,0,0
2937,234378,D. Rice,19,https://cdn.sofifa.org/players/4/19/234378.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,73,84,West Ham United,https://cdn.sofifa.org/teams/2/light/19.png,6000000,21000,1644,Right,1,3,3,Medium/ High,Lean,Yes,CDM,41,2016-06-29,,2020,185,176,53,53,53,57,57,57,57,57,61,61,61,61,67,67,67,61,69,73,73,73,69,70,74,74,74,70,39,26,67,72,33,66,35,32,71,68,60,64,46,66,56,46,72,72,73,34,68,75,36,67,30,75,74,75,74,8,11,14,5,9,12600000,3,0,0,1,0,0
8155,225908,R. Oxford,19,https://cdn.sofifa.org/players/4/19/225908.png,England,https://cdn.sofifa.org/flags/14.png,67,80,West Ham United,https://cdn.sofifa.org/teams/2/light/19.png,1300000,9000,1588,Right,1,3,2,Medium/ Medium,Lean,Yes,CB,35,2015-01-13,,2021,190,172,51,51,51,52,52,52,52,52,54,54,54,54,58,58,58,54,62,65,65,65,62,64,67,67,67,64,34,22,64,63,36,52,44,36,57,57,66,72,62,65,53,49,66,65,72,37,68,65,34,53,48,59,66,66,65,10,11,7,9,14,3200000,2,0,1,0,0,0
8349,228768,Xande Silva,21,https://cdn.sofifa.org/players/4/19/228768.png,Portugal,https://cdn.sofifa.org/flags/38.png,67,77,West Ham United,https://cdn.sofifa.org/teams/2/light/19.png,1300000,18000,1654,Right,1,3,3,High/ Medium,Normal,No,ST,32,2018-08-02,,2021,177,150,67,67,67,69,69,69,69,69,68,68,68,68,60,60,60,68,51,47,47,47,51,48,43,43,43,48,57,63,54,63,57,74,64,33,45,72,79,77,74,65,69,67,65,59,63,53,55,24,67,65,55,67,25,23,22,8,16,15,15,11,2600000,4,0,0,0,1,0
11037,231436,G. Diangana,20,https://cdn.sofifa.org/players/4/19/231436.png,England,https://cdn.sofifa.org/flags/14.png,64,79,West Ham United,https://cdn.sofifa.org/teams/2/light/19.png,1000000,10000,1538,Left,1,3,4,High/ Medium,Lean,Yes,RM,45,2015-07-01,,2020,175,161,56,56,56,64,62,62,62,64,63,63,63,64,57,57,57,64,50,46,46,46,50,47,39,39,39,47,56,44,37,58,48,71,52,49,49,68,84,79,79,49,80,50,59,64,55,45,48,27,57,60,50,60,26,26,23,9,13,11,5,7,2500000,3,0,0,1,0,0
13361,225623,M. Makasi,22,https://cdn.sofifa.org/players/4/19/225623.png,England,https://cdn.sofifa.org/flags/14.png,62,69,West Ham United,https://cdn.sofifa.org/teams/2/light/19.png,425000,10000,1698,Right,1,3,2,Medium/ Medium,Lean,No,CM,46,2014-05-23,,2019,180,159,61,61,61,61,62,62,62,61,62,62,62,63,62,62,62,63,63,63,63,63,63,62,62,62,62,62,50,52,57,65,46,61,49,43,58,63,70,72,61,63,60,60,58,79,70,48,68,55,55,57,49,50,56,60,54,8,14,14,13,10,893000,3,0,0,1,0,0
13467,237683,N. Holland,20,https://cdn.sofifa.org/players/4/19/237683.png,England,https://cdn.sofifa.org/flags/14.png,62,77,West Ham United,https://cdn.sofifa.org/teams/2/light/19.png,675000,8000,1501,Right,1,4,3,High/ Medium,Lean,Yes,LM,37,2017-01-22,,2020,177,154,57,57,57,63,62,62,62,63,62,62,62,63,55,55,55,63,49,44,44,44,49,46,36,36,36,46,54,47,30,55,45,65,51,55,50,62,85,82,76,59,78,56,56,58,40,56,43,26,59,57,41,60,31,21,19,6,13,7,10,8,1700000,3,0,0,1,0,0
15775,238060,N. Trott,19,https://cdn.sofifa.org/players/4/19/238060.png,England,https://cdn.sofifa.org/flags/14.png,59,76,West Ham United,https://cdn.sofifa.org/teams/2/light/19.png,280000,2000,942,Left,1,3,1,Medium/ Medium,Lean,Yes,GK,34,2017-01-20,,2020,182,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,12,25,7,22,13,11,19,30,40,33,38,44,42,18,61,22,38,7,25,10,14,37,12,44,15,10,11,62,57,64,58,63,707000,1,1,0,0,0,0
15919,228153,J. Powell,19,https://cdn.sofifa.org/players/4/19/228153.png,England,https://cdn.sofifa.org/flags/14.png,58,73,West Ham United,https://cdn.sofifa.org/teams/2/light/19.png,270000,4000,1573,Left,1,3,3,High/ Medium,Normal,No,LM,50,2015-01-13,,2019,177,150,52,52,52,57,55,55,55,57,55,55,55,58,54,54,54,58,57,53,53,53,57,56,52,52,52,56,60,39,42,54,42,59,55,53,51,56,74,75,67,48,72,47,53,61,49,43,58,47,52,50,59,60,48,49,53,15,13,9,7,13,682000,3,0,0,1,0,0
16323,230942,J. Pask,20,https://cdn.sofifa.org/players/4/19/230942.png,England,https://cdn.sofifa.org/flags/14.png,57,68,West Ham United,https://cdn.sofifa.org/teams/2/light/19.png,160000,6000,1273,Right,1,2,2,Medium/ Medium,Lean,Yes,CB,39,2014-11-01,,2020,187,168,41,41,41,40,40,40,40,40,41,41,41,42,43,43,43,42,49,51,51,51,49,51,57,57,57,51,29,21,55,48,20,32,19,26,37,42,59,65,53,41,52,38,64,50,68,26,67,52,33,38,21,47,58,54,52,10,8,14,7,14,336000,2,0,1,0,0,0
16623,240863,C. Coventry,18,https://cdn.sofifa.org/players/4/19/240863.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,57,73,West Ham United,https://cdn.sofifa.org/teams/2/light/19.png,210000,4000,1492,Right,1,3,2,Medium/ Medium,Lean,No,CM,54,2017-05-25,,2019,175,143,49,49,49,55,54,54,54,55,57,57,57,56,57,57,57,56,53,55,55,55,53,52,50,50,50,52,44,38,38,62,39,57,45,38,63,60,65,60,67,45,72,48,58,58,45,46,65,41,43,60,37,59,50,49,47,11,9,13,12,7,530000,3,0,0,1,0,0
