Num,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause,PositionCode,Is_GK,Is_Defense,Is_Midfield,Is_Offense,Variable
327,225508,E. Bailly,24,https://cdn.sofifa.org/players/4/19/225508.png,Ivory Coast,https://cdn.sofifa.org/flags/108.png,81,87,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,21000000,105000,1853,Right,2,3,2,Medium/ High,Normal,Yes,CB,2,2016-07-01,,2020,185,170,60,60,60,60,60,60,60,60,61,61,61,62,65,65,65,62,74,75,75,75,74,76,82,82,82,76,51,33,79,70,42,60,46,43,56,65,68,79,65,74,62,55,85,72,85,48,87,81,47,54,46,70,80,82,83,14,14,10,9,8,43100000,2,0,1,0,0,0
374,191740,Ander Herrera,28,https://cdn.sofifa.org/players/4/19/191740.png,Spain,https://cdn.sofifa.org/flags/45.png,81,81,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,17500000,140000,2170,Right,3,4,3,High/ High,Lean,Yes,CM,21,2014-06-26,,2019,182,154,76,76,76,79,79,79,79,79,81,81,81,81,83,83,83,81,82,84,84,84,82,81,79,79,79,81,74,71,58,83,65,77,80,65,79,82,75,68,79,82,78,75,61,87,67,69,86,86,78,78,79,84,78,80,77,9,12,15,9,8,32400000,3,0,0,1,0,0
377,189881,C. Smalling,28,https://cdn.sofifa.org/players/4/19/189881.png,England,https://cdn.sofifa.org/flags/14.png,81,82,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,16000000,130000,1799,Right,3,3,2,Medium/ High,Lean,Yes,RCB,12,2010-07-01,,2019,193,179,62,62,62,60,60,60,60,60,60,60,60,62,64,64,64,62,73,75,75,75,73,75,82,82,82,75,52,54,82,63,49,59,49,22,63,58,61,74,55,75,45,42,76,71,87,35,83,81,48,49,52,67,81,82,80,10,15,16,15,15,30800000,2,0,1,0,0,0
399,167905,A. Valencia,32,https://cdn.sofifa.org/players/4/19/167905.png,Ecuador,https://cdn.sofifa.org/flags/57.png,81,81,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,10000000,120000,2142,Right,2,2,3,High/ High,Stocky,Yes,RM,16,2009-06-30,,2019,180,183,76,76,76,78,78,78,78,78,78,78,78,79,79,79,79,79,82,81,81,81,82,81,80,80,80,81,79,60,62,81,64,80,70,66,72,81,82,85,72,82,78,85,69,79,79,66,80,82,73,71,55,82,77,82,79,16,11,10,7,7,18500000,3,0,0,1,0,0
454,205988,L. Shaw,22,https://cdn.sofifa.org/players/4/19/205988.png,England,https://cdn.sofifa.org/flags/14.png,80,85,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,16500000,96000,2047,Left,2,2,3,High/ Medium,Stocky,Yes,LB,23,2014-06-27,,2023,180,165,71,71,71,76,74,74,74,76,75,75,75,78,75,75,75,78,81,78,78,78,81,80,78,78,78,80,82,47,70,78,54,82,63,58,68,80,83,85,74,77,74,65,73,77,75,50,76,77,73,69,53,73,77,80,78,10,12,13,7,7,31800000,2,0,1,0,0,0
526,173373,S. Romero,31,https://cdn.sofifa.org/players/4/19/173373.png,Argentina,https://cdn.sofifa.org/flags/52.png,80,80,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,9000000,91000,1251,Right,3,3,1,Medium/ Medium,Normal,Yes,GK,1,2015-07-27,,2021,193,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,12,39,17,12,12,13,48,40,47,44,52,78,44,14,63,35,75,11,33,21,11,55,16,62,14,11,15,78,76,81,77,82,16700000,1,1,0,0,0,0
584,221660,V. Lindelöf,23,https://cdn.sofifa.org/players/4/19/221660.png,Sweden,https://cdn.sofifa.org/flags/46.png,79,85,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,14500000,91000,1943,Right,2,3,3,Medium/ Medium,Lean,Yes,CB,3,2017-07-01,,2021,187,176,63,63,63,66,65,65,65,66,68,68,68,69,72,72,72,69,76,78,78,78,76,77,79,79,79,77,64,36,76,79,34,66,64,66,73,75,68,77,66,75,63,68,75,75,77,57,78,79,44,67,55,76,77,80,77,12,16,8,7,9,29700000,2,0,1,0,0,0
629,201862,M. Rojo,28,https://cdn.sofifa.org/players/4/19/201862.png,Argentina,https://cdn.sofifa.org/flags/52.png,79,79,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,10000000,115000,1998,Left,3,2,3,Medium/ High,Normal,Yes,CB,16,2014-08-20,,2021,187,176,68,68,68,67,67,67,67,67,67,67,67,69,70,70,70,69,76,77,77,77,76,77,81,81,81,77,74,50,79,72,48,64,67,57,73,67,68,69,68,74,63,80,82,68,77,63,92,77,57,57,64,73,76,81,79,7,8,12,15,10,18500000,2,0,1,0,0,0
654,194957,P. Jones,26,https://cdn.sofifa.org/players/4/19/194957.png,England,https://cdn.sofifa.org/flags/14.png,79,80,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,12000000,110000,1827,Right,2,3,2,Medium/ High,Normal,Yes,CB,4,2011-07-01,,2019,185,157,62,62,62,60,60,60,60,60,61,61,61,62,67,67,67,62,72,76,76,76,72,74,80,80,80,74,60,44,78,73,49,59,38,35,67,64,54,59,52,77,59,68,82,64,79,59,86,80,42,54,55,68,76,81,82,10,8,6,16,11,23100000,2,0,1,0,0,0
700,176944,M. Fellaini,30,https://cdn.sofifa.org/players/4/19/176944.png,Belgium,https://cdn.sofifa.org/flags/7.png,79,79,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,11500000,120000,1994,Right,3,3,3,Medium/ Medium,Lean,Yes,CM,8,2013-09-02,,2020,193,187,79,79,79,72,76,76,76,72,75,75,75,73,78,78,78,73,73,80,80,80,73,73,81,81,81,73,61,73,93,81,68,67,64,46,66,82,41,48,47,81,49,75,64,75,91,65,94,74,84,73,64,78,77,77,60,8,6,9,15,16,21300000,3,0,0,1,0,0
717,152908,A. Young,32,https://cdn.sofifa.org/players/4/19/152908.png,England,https://cdn.sofifa.org/flags/14.png,79,79,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,7000000,110000,2120,Right,2,3,4,High/ Medium,Lean,Yes,LB,18,2011-07-01,,2019,175,143,72,72,72,77,75,75,75,77,77,77,77,77,77,77,77,77,79,78,78,78,79,78,74,74,74,78,84,64,57,79,71,77,86,75,70,79,77,72,77,80,76,75,55,75,67,69,78,77,67,76,60,74,75,76,74,16,10,15,16,15,13000000,2,0,1,0,0,0
807,208450,Andreas Pereira,22,https://cdn.sofifa.org/players/4/19/208450.png,Brazil,https://cdn.sofifa.org/flags/54.png,78,84,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,14000000,91000,2100,Right,1,4,4,Medium/ Medium,Lean,Yes,CM,15,2013-01-01,,2019,177,157,75,75,75,79,78,78,78,79,79,79,79,79,78,78,78,79,75,74,74,74,75,73,69,69,69,73,78,74,56,80,72,81,80,80,77,81,78,74,78,74,78,73,62,75,68,77,69,68,71,78,70,74,67,65,63,15,14,7,10,7,28700000,3,0,0,1,0,0
1313,184392,M. Darmian,28,https://cdn.sofifa.org/players/4/19/184392.png,Italy,https://cdn.sofifa.org/flags/27.png,76,76,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,6000000,88000,1949,Right,2,5,3,Low/ High,Lean,Yes,LB,36,2015-07-11,,2019,182,154,69,69,69,71,71,71,71,71,71,71,71,72,72,72,72,72,77,76,76,76,77,77,76,76,76,77,69,55,68,76,59,74,69,35,66,75,73,73,77,76,76,69,68,75,64,56,74,77,64,63,45,76,77,79,78,6,7,7,12,7,11100000,2,0,1,0,0,0
2561,53739,L. Grant,35,https://cdn.sofifa.org/players/4/19/53739.png,England,https://cdn.sofifa.org/flags/14.png,74,74,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,1300000,39000,1300,Right,1,4,1,Medium/ Medium,Normal,Yes,GK,13,2018-07-03,,2020,193,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,14,43,15,11,17,19,40,34,52,46,56,69,56,24,73,39,71,19,42,26,14,50,20,60,12,13,19,74,72,74,74,76,2500000,1,1,0,0,0,0
3451,234574,Diogo Dalot,19,https://cdn.sofifa.org/players/4/19/234574.png,Portugal,https://cdn.sofifa.org/flags/38.png,72,84,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,4700000,26000,1906,Right,1,3,3,High/ Medium,Normal,No,RB,20,2018-06-09,,2023,182,157,69,69,69,70,70,70,70,70,68,68,68,71,68,68,68,71,74,71,71,71,74,73,72,72,72,73,75,52,65,69,44,73,75,44,58,74,73,73,69,76,63,76,78,79,71,59,80,68,68,54,43,73,72,68,67,10,6,10,6,8,9600000,2,0,1,0,0,0
4513,237238,S. McTominay,21,https://cdn.sofifa.org/players/4/19/237238.png,Scotland,https://cdn.sofifa.org/flags/42.png,71,81,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,3800000,43000,1847,Right,1,3,3,Medium/ Medium,Lean,Yes,CM,17,2013-07-01,,2021,193,194,68,68,68,68,68,68,68,68,69,69,69,69,71,71,71,69,70,73,73,73,70,70,72,72,72,70,66,58,72,75,53,65,50,34,69,73,62,65,61,67,51,71,66,71,78,61,72,73,61,71,59,74,68,69,64,9,6,6,10,11,7800000,3,0,0,1,0,0
8191,240507,A. Gomes,17,https://cdn.sofifa.org/players/4/19/240507.png,England,https://cdn.sofifa.org/flags/14.png,67,87,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,1500000,15000,1722,Right,1,4,4,Medium/ Medium,Lean,Yes,CAM,47,2016-07-01,,2021,160,134,62,62,62,68,66,66,66,68,68,68,68,67,64,64,64,67,55,53,53,53,55,53,45,45,45,53,61,61,51,67,57,68,65,68,65,68,75,69,83,62,90,61,55,57,32,64,42,37,58,68,66,69,36,38,35,14,15,14,6,14,4300000,3,0,0,1,0,0
10087,233510,T. Chong,18,https://cdn.sofifa.org/players/4/19/233510.png,Netherlands,https://cdn.sofifa.org/flags/34.png,65,85,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,1100000,13000,1733,Left,1,4,4,High/ High,Lean,Yes,RW,44,2017-07-01,,2019,182,154,64,64,64,67,65,65,65,67,66,66,66,66,61,61,61,66,58,55,55,55,58,56,53,53,53,56,66,61,50,62,59,68,67,60,58,61,78,77,76,53,56,60,64,63,66,62,65,42,66,65,44,60,43,46,42,13,7,14,8,11,3200000,4,0,0,0,1,0
10457,240513,E. Hamilton,19,https://cdn.sofifa.org/players/4/19/240513.png,Scotland,https://cdn.sofifa.org/flags/42.png,65,78,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,1000000,11000,1734,Left,1,3,3,Medium/ High,Normal,Yes,CM,48,2015-07-01,,2020,185,165,64,64,64,63,64,64,64,63,65,65,65,63,65,65,65,63,61,64,64,64,61,61,62,62,62,61,57,58,64,69,52,61,54,50,64,65,60,55,62,61,60,70,61,66,68,68,70,59,59,63,51,54,57,54,53,7,11,5,9,11,2500000,3,0,0,1,0,0
10461,237698,C. Gribbin,19,https://cdn.sofifa.org/players/4/19/237698.png,England,https://cdn.sofifa.org/flags/14.png,65,80,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,1200000,11000,1669,Left,1,3,3,Medium/ Medium,Lean,Yes,CAM,42,2015-07-27,,2019,182,159,63,63,63,66,65,65,65,66,66,66,66,66,63,63,63,66,56,53,53,53,56,53,47,47,47,53,62,54,54,66,44,69,64,72,63,67,70,68,62,60,66,65,54,65,60,62,50,42,62,64,56,58,22,35,40,7,11,12,7,14,2900000,3,0,0,1,0,0
11081,225557,R. Poole,20,https://cdn.sofifa.org/players/4/19/225557.png,Wales,https://cdn.sofifa.org/flags/50.png,64,75,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,675000,13000,1572,Right,1,3,2,Medium/ Medium,Normal,Yes,CB,50,2015-09-01,,2019,180,163,50,50,50,53,53,53,53,53,55,55,55,56,58,58,58,56,60,63,63,63,60,61,64,64,64,61,34,28,60,64,25,55,40,30,62,61,70,65,69,57,70,32,78,71,70,32,65,57,44,47,37,55,61,64,61,16,15,13,7,12,1400000,2,0,1,0,0,0
11422,237160,R. Williams,19,https://cdn.sofifa.org/players/4/19/237160.png,England,https://cdn.sofifa.org/flags/14.png,64,79,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,875000,8000,1479,Right,1,3,2,Medium/ Medium,Normal,Yes,CB,52,2016-01-01,,2019,182,165,48,48,48,49,48,48,48,49,50,50,50,50,51,51,51,50,57,59,59,59,57,59,64,64,64,59,32,27,63,58,37,51,35,36,55,50,72,74,58,52,59,43,65,41,68,30,66,56,29,43,49,51,63,68,66,7,5,6,6,9,2200000,2,0,1,0,0,0
12545,240510,J. Bohui,19,https://cdn.sofifa.org/players/4/19/240510.png,England,https://cdn.sofifa.org/flags/14.png,63,76,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,700000,10000,1556,Right,1,3,3,High/ High,Lean,Yes,ST,46,2016-08-07,,2019,175,165,63,63,63,64,64,64,64,64,63,63,63,62,54,54,54,62,46,43,43,43,46,43,39,39,39,43,45,62,51,58,48,62,48,42,35,65,75,78,71,59,73,59,66,62,64,59,66,21,64,57,64,57,20,16,16,9,7,10,13,11,1700000,4,0,0,0,1,0
