Num,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause,PositionCode,Is_GK,Is_Defense,Is_Midfield,Is_Offense,From_England,In_Premier
290,186345,K. Trippier,27,https://cdn.sofifa.org/players/4/19/186345.png,England,https://cdn.sofifa.org/flags/14.png,82,82,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,18500000.0,99000.0,2161,Right,2.0,4.0,3.0,High/ High,Normal,Yes,RB,12.0,"Jun 19, 2015",,2022,177,159,72,72,72,77,75,75,75,77,77,77,77,79,80,80,80,79,83,80,80,80,83,82,78,78,78,82,91.0,48.0,73.0,79.0,54.0,75.0,87.0,83.0,78.0,80.0,76.0,75.0,74.0,81.0,74.0,75.0,73.0,88.0,65.0,70.0,70.0,79.0,75.0,80.0,66.0,73.0,77.0,82.0,79.0,11.0,14.0,8.0,11.0,10.0,34200000.0,2,0,1,0,0,1,1
348,205923,B. Davies,25,https://cdn.sofifa.org/players/4/19/205923.png,Wales,https://cdn.sofifa.org/flags/50.png,81,84,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,18500000.0,87000.0,2035,Left,2.0,3.0,3.0,High/ High,Lean,Yes,LB,4.0,"Jul 23, 2014",,2021,182,168,71,71,71,75,74,74,74,75,75,75,75,78,77,77,77,78,82,80,80,80,82,81,79,79,79,81,83.0,58.0,69.0,79.0,48.0,76.0,72.0,48.0,70.0,79.0,76.0,74.0,70.0,78.0,68.0,65.0,73.0,85.0,69.0,52.0,76.0,79.0,71.0,75.0,54.0,74.0,78.0,83.0,82.0,11.0,7.0,6.0,7.0,14.0,35600000.0,2,0,1,0,0,0,1
395,170368,E. Lamela,26,https://cdn.sofifa.org/players/4/19/170368.png,Argentina,https://cdn.sofifa.org/flags/52.png,81,82,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,21000000.0,105000.0,2100,Left,2.0,2.0,4.0,High/ High,Lean,Yes,RM,22.0,"Aug 30, 2013",,2022,182,176,79,79,79,82,82,82,82,82,82,82,82,82,79,79,79,82,68,68,68,68,68,65,61,61,61,65,78.0,74.0,69.0,83.0,77.0,86.0,83.0,80.0,73.0,84.0,76.0,74.0,75.0,78.0,74.0,81.0,63.0,78.0,68.0,82.0,84.0,45.0,79.0,83.0,75.0,78.0,48.0,51.0,42.0,10.0,15.0,11.0,8.0,13.0,40400000.0,3,0,0,1,0,0,1
396,169595,D. Rose,27,https://cdn.sofifa.org/players/4/19/169595.png,England,https://cdn.sofifa.org/flags/14.png,81,81,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,14500000.0,92000.0,2094,Left,3.0,3.0,3.0,Medium/ High,Normal,Yes,LB,3.0,"Jul 1, 2007",,2021,175,168,72,72,72,77,76,76,76,77,76,76,76,78,77,77,77,78,82,80,80,80,82,82,81,81,81,82,82.0,57.0,62.0,76.0,64.0,80.0,64.0,57.0,66.0,77.0,79.0,78.0,69.0,82.0,76.0,68.0,75.0,78.0,72.0,67.0,87.0,81.0,68.0,73.0,57.0,75.0,77.0,83.0,84.0,10.0,11.0,8.0,13.0,13.0,26800000.0,2,0,1,0,0,1,1
470,202335,E. Dier,24,https://cdn.sofifa.org/players/4/19/202335.png,England,https://cdn.sofifa.org/flags/14.png,80,84,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,16500000.0,73000.0,2033,Right,2.0,3.0,2.0,Medium/ High,Normal,Yes,CDM,4.0,"Aug 2, 2014",,2021,187,198,69,69,69,67,68,68,68,67,69,69,69,69,74,74,74,69,77,81,81,81,77,78,83,83,83,78,67.0,52.0,82.0,77.0,51.0,65.0,60.0,74.0,78.0,70.0,62.0,68.0,52.0,78.0,38.0,82.0,77.0,78.0,89.0,72.0,91.0,81.0,53.0,67.0,70.0,77.0,82.0,81.0,83.0,11.0,14.0,6.0,13.0,9.0,31800000.0,3,0,0,1,0,1,1
482,197853,S. Aurier,25,https://cdn.sofifa.org/players/4/19/197853.png,Ivory Coast,https://cdn.sofifa.org/flags/108.png,80,83,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,15500000.0,82000.0,2091,Right,2.0,3.0,3.0,High/ High,Normal,Yes,RB,17.0,"Aug 31, 2017",,2022,175,168,72,72,72,76,74,74,74,76,75,75,75,77,77,77,77,77,81,80,80,80,81,81,81,81,81,81,83.0,54.0,75.0,78.0,47.0,76.0,69.0,30.0,72.0,79.0,79.0,78.0,73.0,81.0,76.0,71.0,94.0,77.0,74.0,58.0,86.0,79.0,72.0,71.0,64.0,75.0,75.0,81.0,82.0,7.0,10.0,15.0,16.0,9.0,29800000.0,2,0,1,0,0,0,1
505,188942,V. Wanyama,27,https://cdn.sofifa.org/players/4/19/188942.png,Kenya,https://cdn.sofifa.org/flags/120.png,80,82,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,14500000.0,86000.0,2043,Right,2.0,3.0,2.0,Medium/ High,Normal,Yes,CDM,12.0,"Jul 1, 2016",,2021,182,192,71,71,71,69,70,70,70,69,70,70,70,70,74,74,74,70,76,81,81,81,76,77,82,82,82,77,62.0,61.0,71.0,77.0,60.0,68.0,62.0,57.0,70.0,75.0,54.0,61.0,68.0,81.0,65.0,79.0,79.0,78.0,92.0,60.0,89.0,83.0,63.0,64.0,65.0,76.0,78.0,85.0,77.0,6.0,14.0,10.0,13.0,16.0,27900000.0,3,0,0,1,0,0,1
1015,183394,M. Sissoko,28,https://cdn.sofifa.org/players/4/19/183394.png,France,https://cdn.sofifa.org/flags/18.png,77,77,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,9000000.0,79000.0,2138,Right,2.0,2.0,3.0,Medium/ Medium,Normal,Yes,CM,17.0,"Aug 31, 2016",,2021,187,201,78,78,78,78,78,78,78,78,77,77,77,79,78,78,78,79,79,78,78,78,79,78,77,77,77,78,75.0,69.0,70.0,79.0,64.0,82.0,75.0,74.0,74.0,77.0,79.0,81.0,67.0,74.0,58.0,85.0,78.0,87.0,88.0,70.0,80.0,78.0,76.0,71.0,60.0,75.0,70.0,75.0,71.0,14.0,8.0,11.0,10.0,8.0,16700000.0,3,0,0,1,0,0,1
1129,222400,H. Winks,22,https://cdn.sofifa.org/players/4/19/222400.png,England,https://cdn.sofifa.org/flags/14.png,77,85,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,13000000.0,66000.0,1940,Right,1.0,3.0,3.0,High/ Medium,Normal,Yes,CM,17.0,"Jul 1, 2014",,2023,175,163,67,67,67,74,73,73,73,74,76,76,76,76,78,78,78,76,74,75,75,75,74,72,68,68,68,72,65.0,54.0,50.0,83.0,50.0,77.0,71.0,60.0,78.0,80.0,75.0,70.0,73.0,76.0,78.0,63.0,51.0,78.0,63.0,62.0,58.0,69.0,64.0,80.0,51.0,80.0,70.0,71.0,64.0,8.0,11.0,14.0,13.0,10.0,26700000.0,3,0,0,1,0,1,1
1147,137677,M. Vorm,34,https://cdn.sofifa.org/players/4/19/137677.png,Netherlands,https://cdn.sofifa.org/flags/34.png,77,77,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,3600000.0,56000.0,1279,Right,2.0,3.0,1.0,Medium/ Medium,Normal,Yes,GK,13.0,"Jul 23, 2014",,2019,182,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,14.0,17.0,39.0,12.0,18.0,12.0,14.0,35.0,35.0,53.0,54.0,63.0,80.0,53.0,23.0,72.0,36.0,65.0,19.0,23.0,28.0,10.0,32.0,41.0,63.0,22.0,11.0,14.0,78.0,72.0,70.0,73.0,78.0,6700000.0,1,1,0,0,0,0,1
1333,162131,Llorente,33,https://cdn.sofifa.org/players/4/19/162131.png,Spain,https://cdn.sofifa.org/flags/45.png,76,76,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,4800000.0,76000.0,1599,Right,3.0,3.0,3.0,Medium/ Medium,Normal,Yes,ST,18.0,"Aug 31, 2017",,2019,193,203,78,78,78,68,74,74,74,68,72,72,72,66,67,67,67,66,47,54,54,54,47,45,52,52,52,45,44.0,79.0,90.0,73.0,81.0,67.0,57.0,40.0,49.0,80.0,29.0,32.0,33.0,80.0,30.0,79.0,55.0,44.0,86.0,64.0,71.0,25.0,84.0,70.0,70.0,82.0,34.0,25.0,15.0,2.0,2.0,3.0,4.0,2.0,8900000.0,4,0,0,0,1,0,1
1743,219732,G. Nkoudou,23,https://cdn.sofifa.org/players/4/19/219732.png,France,https://cdn.sofifa.org/flags/18.png,75,80,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,9000000.0,58000.0,1856,Right,1.0,4.0,3.0,High/ Low,Lean,Yes,LM,14.0,"Aug 31, 2016",,2021,175,161,71,71,71,77,75,75,75,77,75,75,75,76,68,68,68,76,60,54,54,54,60,57,47,47,47,57,74.0,65.0,49.0,73.0,74.0,79.0,74.0,58.0,62.0,74.0,89.0,88.0,86.0,74.0,89.0,67.0,56.0,64.0,60.0,71.0,48.0,21.0,72.0,67.0,61.0,70.0,32.0,37.0,42.0,10.0,13.0,8.0,6.0,13.0,17300000.0,3,0,0,1,0,0,1
2025,226537,V. Janssen,24,https://cdn.sofifa.org/players/4/19/226537.png,Netherlands,https://cdn.sofifa.org/flags/34.png,75,78,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,8500000.0,64000.0,1747,Left,2.0,4.0,3.0,High/ Low,Normal,Yes,ST,9.0,"Jul 18, 2016",,2020,182,194,76,76,76,69,74,74,74,69,71,71,71,66,63,63,63,66,49,52,52,52,49,47,50,50,50,47,35.0,77.0,74.0,75.0,65.0,67.0,54.0,39.0,40.0,75.0,60.0,62.0,59.0,75.0,66.0,83.0,73.0,57.0,77.0,68.0,78.0,19.0,78.0,64.0,81.0,74.0,39.0,23.0,22.0,13.0,7.0,11.0,15.0,16.0,16399999.999999998,4,0,0,0,1,0,1
2335,205186,P. Gazzaniga,26,https://cdn.sofifa.org/players/4/19/205186.png,Argentina,https://cdn.sofifa.org/flags/52.png,74,78,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,5000000.0,46000.0,1365,Right,1.0,3.0,1.0,Medium/ Medium,Lean,Yes,GK,22.0,"Aug 23, 2017",,2022,195,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,12.0,14.0,32.0,8.0,20.0,33.0,21.0,49.0,20.0,63.0,65.0,64.0,59.0,49.0,49.0,66.0,45.0,67.0,19.0,32.0,16.0,13.0,52.0,41.0,55.0,23.0,20.0,11.0,76.0,73.0,84.0,72.0,76.0,9600000.0,1,1,0,0,0,0,1
3723,237221,J. Foyth,20,https://cdn.sofifa.org/players/4/19/237221.png,Argentina,https://cdn.sofifa.org/flags/52.png,72,85,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,5500000.0,33000.0,1750,Right,1.0,3.0,3.0,Medium/ High,Lean,Yes,CB,6.0,"Aug 30, 2017",,2022,187,152,61,61,61,61,62,62,62,61,62,62,62,62,63,63,63,62,69,69,69,69,69,70,73,73,73,70,41.0,43.0,73.0,71.0,43.0,66.0,41.0,47.0,49.0,69.0,71.0,71.0,72.0,73.0,72.0,56.0,72.0,65.0,71.0,39.0,58.0,72.0,46.0,52.0,47.0,57.0,70.0,75.0,72.0,8.0,15.0,7.0,14.0,9.0,13600000.0,2,0,1,0,0,0,1
5949,227927,K. Walker-Peters,21,https://cdn.sofifa.org/players/4/19/227927.png,England,https://cdn.sofifa.org/flags/14.png,69,80,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,1600000.0,21000.0,1695,Right,1.0,4.0,3.0,High/ Medium,Lean,Yes,RB,16.0,"Jul 1, 2015",,2023,175,141,56,56,56,64,60,60,60,64,62,62,62,65,63,63,63,65,69,67,67,67,69,69,68,68,68,69,69.0,35.0,62.0,66.0,25.0,69.0,50.0,31.0,60.0,68.0,77.0,72.0,69.0,60.0,81.0,31.0,74.0,66.0,59.0,41.0,70.0,64.0,60.0,48.0,32.0,66.0,70.0,70.0,69.0,9.0,8.0,7.0,11.0,12.0,3200000.0,2,0,1,0,0,1,1
10172,232250,L. Amos,21,https://cdn.sofifa.org/players/4/19/232250.png,England,https://cdn.sofifa.org/flags/14.png,65,79,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,1200000.0,13000.0,1711,Left,1.0,4.0,3.0,Medium/ Medium,Lean,No,CM,40.0,"Jul 1, 2015",,2021,177,159,56,56,56,61,60,60,60,61,63,63,63,63,66,66,66,63,64,66,66,66,64,63,62,62,62,63,57.0,44.0,44.0,70.0,36.0,61.0,54.0,48.0,67.0,62.0,59.0,64.0,67.0,60.0,71.0,57.0,65.0,72.0,62.0,62.0,66.0,57.0,48.0,70.0,45.0,63.0,62.0,66.0,61.0,11.0,8.0,14.0,12.0,9.0,2900000.0,3,0,0,1,0,1,1
11347,237139,T. Oakley-Boothe,18,https://cdn.sofifa.org/players/4/19/237139.png,England,https://cdn.sofifa.org/flags/14.png,64,81,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,925000.0,7000.0,1615,Right,1.0,3.0,3.0,Medium/ Medium,Lean,Yes,CM,46.0,"Jul 1, 2017",,2021,182,150,54,54,54,59,58,58,58,59,61,61,61,62,64,64,64,62,62,65,65,65,62,62,61,61,61,62,48.0,39.0,45.0,72.0,34.0,60.0,56.0,55.0,70.0,65.0,63.0,67.0,53.0,55.0,51.0,44.0,59.0,65.0,60.0,36.0,59.0,61.0,56.0,60.0,52.0,65.0,60.0,64.0,55.0,13.0,7.0,9.0,14.0,8.0,2300000.0,3,0,0,1,0,1,1
11585,241042,O. Skipp,17,https://cdn.sofifa.org/players/4/19/241042.png,England,https://cdn.sofifa.org/flags/14.png,64,83,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,800000.0,6000.0,1610,Right,1.0,3.0,2.0,Medium/ High,Normal,No,CDM,52.0,"Sep 16, 2017",,2021,175,154,54,54,54,57,56,56,56,57,58,58,58,60,61,61,61,60,63,65,65,65,63,63,62,62,62,63,52.0,38.0,51.0,70.0,35.0,57.0,48.0,42.0,64.0,63.0,66.0,65.0,57.0,60.0,61.0,55.0,61.0,74.0,61.0,38.0,67.0,61.0,42.0,50.0,54.0,46.0,58.0,64.0,55.0,8.0,12.0,9.0,7.0,5.0,2000000.0,3,0,0,1,0,1,1
13778,233426,A. Georgiou,21,https://cdn.sofifa.org/players/4/19/233426.png,Cyprus,https://cdn.sofifa.org/flags/11.png,62,75,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,575000.0,9000.0,1599,Left,1.0,2.0,3.0,Medium/ Medium,Lean,Yes,LM,42.0,"Jul 1, 2015",,2020,177,161,55,55,55,62,59,59,59,62,60,60,60,63,59,59,59,63,62,57,57,57,62,60,55,55,55,60,69.0,46.0,44.0,58.0,44.0,66.0,56.0,50.0,51.0,64.0,69.0,72.0,66.0,55.0,68.0,45.0,45.0,61.0,52.0,42.0,44.0,56.0,54.0,61.0,45.0,54.0,49.0,60.0,53.0,10.0,12.0,8.0,14.0,10.0,1400000.0,3,0,0,1,0,0,1
14521,236239,A. Whiteman,19,https://cdn.sofifa.org/players/4/19/236239.png,England,https://cdn.sofifa.org/flags/14.png,61,75,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,450000.0,3000.0,941,Right,1.0,2.0,1.0,Medium/ Medium,Lean,Yes,GK,41.0,"Jul 1, 2015",,2020,185,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,9.0,14.0,27.0,8.0,12.0,12.0,10.0,25.0,23.0,34.0,28.0,31.0,44.0,41.0,17.0,65.0,26.0,48.0,9.0,25.0,12.0,4.0,39.0,11.0,42.0,21.0,13.0,14.0,65.0,60.0,56.0,60.0,64.0,1100000.0,1,1,0,0,0,1,1
14537,228053,S. Harrison,20,https://cdn.sofifa.org/players/4/19/228053.png,England,https://cdn.sofifa.org/flags/14.png,61,72,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,450000.0,10000.0,1473,Left,1.0,3.0,3.0,High/ Medium,Lean,No,ST,39.0,"Dec 24, 2015",,2019,182,150,62,62,62,61,61,61,61,61,59,59,59,59,51,51,51,59,43,40,40,40,43,41,37,37,37,41,45.0,62.0,57.0,51.0,47.0,61.0,42.0,27.0,41.0,59.0,75.0,73.0,73.0,59.0,70.0,57.0,65.0,63.0,62.0,50.0,49.0,14.0,61.0,47.0,63.0,52.0,21.0,16.0,12.0,11.0,7.0,10.0,12.0,11.0,923000.0,4,0,0,0,1,1,1
14545,235736,K. Sterling,19,https://cdn.sofifa.org/players/4/19/235736.png,England,https://cdn.sofifa.org/flags/14.png,61,75,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,550000.0,7000.0,1478,Right,1.0,2.0,3.0,Medium/ Medium,Normal,No,ST,50.0,"Jul 1, 2017",,2021,180,146,62,62,62,59,60,60,60,59,57,57,57,56,47,47,47,56,41,37,37,37,41,40,36,36,36,40,36.0,67.0,46.0,43.0,61.0,57.0,53.0,58.0,30.0,59.0,77.0,75.0,70.0,57.0,73.0,61.0,64.0,48.0,54.0,63.0,42.0,15.0,64.0,42.0,55.0,48.0,32.0,13.0,19.0,7.0,5.0,12.0,11.0,9.0,1400000.0,4,0,0,0,1,1,1
