Num,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause,PositionCode,Is_GK,Is_Defense,Is_Midfield,Is_Offense,Variable
3301,186139,M. James,26,https://cdn.sofifa.org/players/4/19/186139.png,England,https://cdn.sofifa.org/flags/14.png,72,72,Leicester City,https://cdn.sofifa.org/teams/2/light/95.png,3300000,41000,1905,Right,1,3,3,Medium/ Medium,Normal,Yes,CM,22,2012-05-01,,2021,180,190,67,67,67,69,69,69,69,69,71,71,71,70,73,73,73,70,70,73,73,73,70,70,70,70,70,70,69,59,63,76,44,68,68,68,74,76,62,53,61,70,69,72,69,70,70,58,69,69,66,71,52,73,69,70,66,7,10,15,8,14,6200000,3,0,0,1,0,0
3528,52326,E. Jakupovi?,33,https://cdn.sofifa.org/players/4/19/52326.png,Switzerland,https://cdn.sofifa.org/flags/47.png,72,72,Leicester City,https://cdn.sofifa.org/teams/2/light/95.png,1600000,30000,1159,Right,1,2,1,Medium/ Medium,Normal,Yes,GK,17,2017-07-19,,2020,190,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,12,39,15,11,11,14,34,22,43,45,38,59,45,25,66,31,62,11,45,24,11,52,22,62,14,12,11,74,70,70,74,74,3000000,1,1,0,0,0,0
4596,186578,A. King,29,https://cdn.sofifa.org/players/4/19/186578.png,Wales,https://cdn.sofifa.org/flags/50.png,71,71,Leicester City,https://cdn.sofifa.org/teams/2/light/95.png,2300000,38000,1930,Right,1,3,3,Medium/ Medium,Normal,Yes,CM,8,2006-07-01,,2020,182,174,71,71,71,70,71,71,71,70,71,71,71,70,71,71,71,70,69,71,71,71,69,69,71,71,71,69,59,68,73,72,67,69,64,59,67,69,66,62,69,71,60,72,75,71,73,69,63,69,72,69,60,69,68,70,67,8,6,7,10,6,4300000,3,0,0,1,0,0
5262,236944,F. Diabaté,22,https://cdn.sofifa.org/players/4/19/236944.png,Mali,https://cdn.sofifa.org/flags/126.png,70,78,Leicester City,https://cdn.sofifa.org/teams/2/light/95.png,2600000,27000,1609,Left,1,3,3,Medium/ Medium,Lean,Yes,LM,27,2018-01-13,,2022,175,132,68,68,68,71,71,71,71,71,70,70,70,70,62,62,62,70,50,45,45,45,50,47,37,37,37,47,64,67,62,64,56,76,43,38,58,73,80,76,82,64,77,64,51,64,50,59,33,20,69,62,59,57,20,17,14,9,12,7,12,7,5500000,3,0,0,1,0,0
6537,228332,H. Choudhury,20,https://cdn.sofifa.org/players/4/19/228332.png,England,https://cdn.sofifa.org/flags/14.png,69,80,Leicester City,https://cdn.sofifa.org/teams/2/light/95.png,1600000,17000,1748,Right,1,3,2,Low/ High,Lean,No,CDM,38,2015-03-31,,2022,177,141,58,58,58,58,59,59,59,58,60,60,60,60,63,63,63,60,66,69,69,69,66,67,71,71,71,67,43,35,64,70,42,61,45,48,60,62,68,65,69,60,71,69,69,67,68,38,77,71,49,56,55,65,73,72,69,9,14,8,10,11,3400000,3,0,0,1,0,0
10391,215412,C. Elder,23,https://cdn.sofifa.org/players/4/19/215412.png,Australia,https://cdn.sofifa.org/flags/195.png,65,72,Leicester City,https://cdn.sofifa.org/teams/2/light/95.png,650000,11000,1629,Left,1,2,2,High/ High,Lean,No,LB,35,2013-07-01,,2020,180,148,54,54,54,59,57,57,57,59,58,58,58,62,60,60,60,62,65,63,63,63,65,65,64,64,64,65,58,29,62,61,32,63,54,29,59,62,73,75,58,58,65,40,72,77,65,32,56,61,55,50,36,45,60,63,63,12,14,11,13,11,1400000,2,0,1,0,0,0
11584,239506,S. Hughes,21,https://cdn.sofifa.org/players/4/19/239506.png,England,https://cdn.sofifa.org/flags/14.png,64,75,Leicester City,https://cdn.sofifa.org/teams/2/light/95.png,675000,8000,1441,Right,1,3,2,Medium/ High,Normal,No,CB,45,2017-06-09,,2020,187,176,48,48,48,45,45,45,45,45,44,44,44,45,45,45,45,45,54,55,55,55,54,57,65,65,65,57,38,29,68,40,32,42,35,34,33,44,52,56,50,64,56,42,72,50,74,27,69,62,45,38,45,56,64,63,61,13,9,10,14,10,1400000,2,0,1,0,0,0
13203,235051,D. Johnson,19,https://cdn.sofifa.org/players/4/19/235051.png,England,https://cdn.sofifa.org/flags/14.png,62,78,Leicester City,https://cdn.sofifa.org/teams/2/light/95.png,600000,4000,1509,Right,1,2,2,Medium/ Medium,Normal,No,CB,39,2016-07-01,,2021,185,176,50,50,50,53,51,51,51,53,51,51,51,54,52,52,52,54,60,58,58,58,60,60,63,63,63,60,54,29,58,56,33,58,35,29,42,57,64,61,59,50,58,49,67,61,68,31,69,59,45,41,33,55,62,62,60,9,10,13,14,13,1500000,2,0,1,0,0,0
13303,235076,L. Ndukwu,19,https://cdn.sofifa.org/players/4/19/235076.png,England,https://cdn.sofifa.org/flags/14.png,62,77,Leicester City,https://cdn.sofifa.org/teams/2/light/95.png,650000,5000,1504,Left,1,5,3,Medium/ Medium,Normal,No,RM,30,2016-07-01,,2020,177,159,59,59,59,64,62,62,62,64,62,62,62,62,55,55,55,62,50,45,45,45,50,47,39,39,39,47,59,58,39,58,45,68,47,51,41,67,76,70,71,45,71,57,42,64,56,62,45,21,56,55,40,58,29,28,31,14,10,6,13,9,1600000,3,0,0,1,0,0
13602,237213,J. Knight,20,https://cdn.sofifa.org/players/4/19/237213.png,England,https://cdn.sofifa.org/flags/14.png,62,75,Leicester City,https://cdn.sofifa.org/teams/2/light/95.png,525000,6000,1393,Right,1,2,2,Medium/ High,Lean,No,CB,34,2016-07-01,,2019,185,172,45,45,45,41,42,42,42,41,42,42,42,43,45,45,45,43,53,56,56,56,53,56,62,62,62,56,28,25,60,47,33,35,40,37,39,41,46,54,43,59,58,47,63,59,69,30,69,59,41,32,41,51,62,63,61,13,12,9,8,10,1300000,2,0,1,0,0,0
