Num,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause,PositionCode,Is_GK,Is_Defense,Is_Midfield,Is_Offense,Variable
2506,220620,F. Hadergjonaj,23,https://cdn.sofifa.org/players/4/19/220620.png,Switzerland,https://cdn.sofifa.org/flags/47.png,74,80,Huddersfield Town,https://cdn.sofifa.org/teams/2/light/1939.png,6500000,30000,1833,Right,1,3,3,High/ Medium,Lean,Yes,RWB,33,2018-07-01,,2020,182,161,63,63,63,69,66,66,66,69,68,68,68,71,69,69,69,71,74,71,71,71,74,74,70,70,70,74,76,47,63,72,41,69,44,42,68,73,81,78,71,69,71,59,70,76,61,41,64,68,57,64,44,63,67,73,72,15,6,12,8,11,13700000,2,0,1,0,0,0
2621,203783,T. Smith,26,https://cdn.sofifa.org/players/4/19/203783.png,England,https://cdn.sofifa.org/flags/14.png,73,76,Huddersfield Town,https://cdn.sofifa.org/teams/2/light/1939.png,4100000,33000,1759,Right,1,3,3,Medium/ Medium,Normal,Yes,RB,2,2012-09-01,,2020,185,185,58,58,58,66,63,63,63,66,65,65,65,69,68,68,68,69,73,72,72,72,73,73,72,72,72,73,74,38,66,70,20,65,59,41,62,70,74,69,60,74,63,29,62,76,69,22,71,69,67,68,41,63,69,74,71,15,14,14,14,9,8000000,2,0,1,0,0,0
2658,203544,C. Löwe,29,https://cdn.sofifa.org/players/4/19/203544.png,Germany,https://cdn.sofifa.org/flags/21.png,73,73,Huddersfield Town,https://cdn.sofifa.org/teams/2/light/1939.png,3000000,34000,1970,Left,1,2,3,Medium/ Medium,Lean,Yes,LWB,15,2016-07-01,,2019,175,150,66,66,66,69,68,68,68,69,69,69,69,70,70,70,70,70,73,72,72,72,73,73,70,70,70,73,71,53,58,70,52,68,71,65,67,70,75,69,73,73,76,72,76,77,60,64,67,73,62,65,74,70,72,71,72,14,12,8,8,12,5700000,2,0,1,0,0,0
3018,234924,A. Diakhaby,21,https://cdn.sofifa.org/players/4/19/234924.png,France,https://cdn.sofifa.org/flags/18.png,73,78,Huddersfield Town,https://cdn.sofifa.org/teams/2/light/1939.png,5500000,26000,1697,Left,1,2,3,High/ Medium,Lean,No,RM,11,2018-07-20,,2021,187,163,74,74,74,75,74,74,74,75,73,73,73,73,63,63,63,73,52,46,46,46,52,48,40,40,40,48,66,75,72,72,61,77,54,39,55,67,87,85,78,72,64,71,70,59,57,63,32,14,73,64,71,63,22,17,16,11,8,11,5,9,10900000,3,0,0,1,0,0
3346,220714,P. Billing,22,https://cdn.sofifa.org/players/4/19/220714.png,Denmark,https://cdn.sofifa.org/flags/13.png,72,83,Huddersfield Town,https://cdn.sofifa.org/teams/2/light/1939.png,4700000,25000,1866,Left,1,3,2,Medium/ Medium,Lean,Yes,LCM,8,2013-10-09,,2020,198,176,68,68,68,66,68,68,68,66,69,69,69,67,72,72,72,67,68,73,73,73,68,69,72,72,72,69,53,58,70,76,63,68,64,53,73,72,55,61,54,68,55,74,61,62,75,74,65,69,60,67,46,73,70,76,69,11,7,10,14,13,9800000,3,0,0,1,0,0
3468,227667,I. Mbenza,22,https://cdn.sofifa.org/players/4/19/227667.png,Belgium,https://cdn.sofifa.org/flags/7.png,72,80,Huddersfield Town,https://cdn.sofifa.org/teams/2/light/1939.png,4600000,17000,1817,Right,1,3,3,Medium/ Medium,Normal,No,ST,18,,Montpellier HSC,"Jun 30, 2019",187,170,72,72,72,73,72,72,72,73,71,71,71,73,65,65,65,73,57,53,53,53,57,54,48,48,48,54,72,69,59,70,59,73,74,64,67,70,85,86,77,64,60,77,75,65,74,70,47,21,72,60,55,64,47,30,25,9,6,13,6,16,0,4,0,0,0,1,0
3598,188540,R. van La Parra,27,https://cdn.sofifa.org/players/4/19/188540.png,Netherlands,https://cdn.sofifa.org/flags/34.png,72,72,Huddersfield Town,https://cdn.sofifa.org/teams/2/light/1939.png,3300000,31000,1780,Right,1,3,4,Medium/ Medium,Normal,Yes,LM,17,2016-06-01,,2020,180,159,67,67,67,73,71,71,71,73,71,71,71,72,66,66,66,72,60,57,57,57,60,56,50,50,50,56,64,58,38,68,51,82,67,57,60,78,79,84,75,65,75,67,55,63,66,54,58,34,68,62,63,66,36,48,36,16,14,11,16,12,6200000,3,0,0,1,0,0
4100,201514,E. Kachunga,26,https://cdn.sofifa.org/players/4/19/201514.png,DR Congo,https://cdn.sofifa.org/flags/110.png,71,72,Huddersfield Town,https://cdn.sofifa.org/teams/2/light/1939.png,2800000,28000,1846,Right,1,2,3,High/ Medium,Lean,Yes,RM,9,2016-06-01,,2020,177,163,73,73,73,72,72,72,72,72,71,71,71,72,66,66,66,72,59,56,56,56,59,57,54,54,54,57,66,70,72,66,68,72,66,46,54,71,78,79,71,71,73,72,78,76,70,66,67,25,71,66,65,69,35,53,32,12,12,7,8,8,5500000,3,0,0,1,0,0
4125,198194,D. Williams,29,https://cdn.sofifa.org/players/4/19/198194.png,United States,https://cdn.sofifa.org/flags/95.png,71,71,Huddersfield Town,https://cdn.sofifa.org/teams/2/light/1939.png,2300000,29000,1987,Right,1,3,3,Medium/ High,Normal,Yes,CM,19,2017-07-04,,2019,182,176,72,72,72,71,71,71,71,71,70,70,70,72,71,71,71,72,73,73,73,73,73,73,73,73,73,73,66,66,69,71,68,76,54,48,67,68,74,68,71,73,68,78,80,89,73,68,86,69,67,60,50,68,69,71,72,12,12,7,11,6,4300000,3,0,0,1,0,0
5175,226677,J. Bacuna,20,https://cdn.sofifa.org/players/4/19/226677.png,Netherlands,https://cdn.sofifa.org/flags/34.png,70,77,Huddersfield Town,https://cdn.sofifa.org/teams/2/light/1939.png,2500000,18000,1901,Right,1,3,3,Medium/ Medium,Normal,No,CM,7,2018-06-20,,2021,177,163,68,68,68,70,70,70,70,70,70,70,70,71,70,70,70,71,67,68,68,68,67,65,65,65,65,65,68,55,61,70,61,77,66,64,68,75,72,67,68,68,64,76,70,70,67,68,78,68,60,67,59,64,68,54,43,6,11,8,14,10,5200000,3,0,0,1,0,0
6862,199741,C. Quaner,27,https://cdn.sofifa.org/players/4/19/199741.png,Germany,https://cdn.sofifa.org/flags/21.png,68,68,Huddersfield Town,https://cdn.sofifa.org/teams/2/light/1939.png,950000,17000,1631,Left,1,2,3,High/ High,Lean,Yes,RM,23,2017-01-20,,2020,190,174,69,69,69,68,68,68,68,68,66,66,66,68,61,61,61,68,52,50,50,50,52,50,45,45,45,50,65,66,66,65,60,68,43,38,59,64,68,81,59,67,54,68,37,72,79,59,63,21,68,59,55,59,21,27,23,9,14,9,11,13,1800000,3,0,0,1,0,0
7754,170008,B. Hamer,30,https://cdn.sofifa.org/players/4/19/170008.png,England,https://cdn.sofifa.org/flags/14.png,67,67,Huddersfield Town,https://cdn.sofifa.org/teams/2/light/1939.png,500000,11000,1131,Right,1,3,1,Medium/ Medium,Normal,Yes,GK,12,2018-07-01,,2021,193,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,11,25,14,18,13,12,30,23,45,45,50,63,56,23,54,35,64,18,34,23,13,38,22,51,15,12,12,71,63,64,65,69,950000,1,1,0,0,0,0
10680,237499,A. Sabiri,21,https://cdn.sofifa.org/players/4/19/237499.png,Germany,https://cdn.sofifa.org/flags/21.png,65,76,Huddersfield Town,https://cdn.sofifa.org/teams/2/light/1939.png,925000,8000,1681,Right,1,4,3,Medium/ Medium,Normal,Yes,LM,29,2017-08-23,,2020,185,176,65,65,65,67,66,66,66,67,65,65,65,66,59,59,59,66,54,50,50,50,54,52,49,49,49,52,58,60,68,53,41,76,72,66,50,74,71,72,77,63,63,55,70,65,67,59,53,28,57,54,57,64,28,37,39,8,6,14,8,12,1900000,3,0,0,1,0,0
12380,226129,J. Gorenc Stankovi?,22,https://cdn.sofifa.org/players/4/19/226129.png,Slovenia,https://cdn.sofifa.org/flags/44.png,63,76,Huddersfield Town,https://cdn.sofifa.org/teams/2/light/1939.png,625000,7000,1491,Right,1,3,2,Medium/ Medium,Lean,Yes,CB,27,2016-07-08,,2020,190,172,54,54,54,52,54,54,54,52,56,56,56,54,59,59,59,54,57,62,62,62,57,58,63,63,63,58,28,43,62,66,32,53,44,29,56,60,50,44,52,59,49,53,58,58,69,30,61,57,46,58,40,52,63,64,61,9,10,12,8,7,1600000,2,0,1,0,0,0
14455,230068,D. Duhaney,19,https://cdn.sofifa.org/players/4/19/230068.png,England,https://cdn.sofifa.org/flags/14.png,61,77,Huddersfield Town,https://cdn.sofifa.org/teams/2/light/1939.png,475000,3000,1541,Right,1,4,2,High/ Medium,Lean,No,RB,56,2018-08-17,,2020,180,154,51,51,51,55,53,53,53,55,52,52,52,56,52,52,52,56,61,57,57,57,61,61,59,59,59,61,56,27,50,51,37,57,47,30,44,59,70,78,72,54,66,51,65,67,65,25,56,56,50,43,32,46,56,59,61,14,14,13,10,6,1200000,2,0,1,0,0,0
15680,244673,M. Daly,17,https://cdn.sofifa.org/players/4/19/244673.png,England,https://cdn.sofifa.org/flags/14.png,59,80,Huddersfield Town,https://cdn.sofifa.org/teams/2/light/1939.png,325000,3000,1602,Right,1,3,2,Medium/ Medium,Lean,No,CM,41,2018-07-17,,2021,175,165,58,58,58,60,60,60,60,60,61,61,61,60,60,60,60,60,55,55,55,55,55,55,52,52,52,55,55,56,50,64,52,62,61,57,62,60,61,52,61,59,67,55,54,48,48,49,46,39,58,58,58,66,39,59,57,9,12,10,10,14,943000,3,0,0,1,0,0
16110,243871,S. High,17,https://cdn.sofifa.org/players/4/19/243871.png,England,https://cdn.sofifa.org/flags/14.png,58,74,Huddersfield Town,https://cdn.sofifa.org/teams/2/light/1939.png,250000,3000,1544,Right,1,3,2,Medium/ Medium,Lean,No,CM,46,2018-04-26,,2019,177,143,56,56,56,60,60,60,60,60,61,61,61,60,58,58,58,60,51,51,51,51,51,50,47,47,47,50,57,54,48,63,49,62,61,50,61,64,61,51,58,57,61,55,57,32,37,46,50,29,55,61,63,63,29,52,55,9,15,13,15,14,631000,3,0,0,1,0,0
16112,243872,M. Obiero,17,https://cdn.sofifa.org/players/4/19/243872.png,England,https://cdn.sofifa.org/flags/14.png,58,73,Huddersfield Town,https://cdn.sofifa.org/teams/2/light/1939.png,250000,3000,1412,Right,1,2,2,Medium/ Low,Lean,No,ST,49,2018-04-26,,2019,177,150,58,58,58,57,58,58,58,57,58,58,58,56,52,52,52,56,42,40,40,40,42,40,36,36,36,40,43,56,63,55,41,55,47,43,42,56,60,55,58,61,69,54,63,50,47,55,30,22,60,57,65,55,15,20,20,7,14,9,8,12,631000,4,0,0,0,1,0
16360,243258,J. Barrett,18,https://cdn.sofifa.org/players/4/19/243258.png,England,https://cdn.sofifa.org/flags/14.png,57,72,Huddersfield Town,https://cdn.sofifa.org/teams/2/light/1939.png,190000,2000,1307,Right,1,2,2,Medium/ Medium,Normal,No,CB,50,2018-01-01,,2019,185,165,42,42,42,37,38,38,38,37,37,37,37,38,40,40,40,38,50,50,50,50,50,53,58,58,58,53,36,25,63,36,32,26,34,37,33,38,52,48,47,50,55,49,63,49,58,29,52,57,32,33,44,44,57,60,60,9,15,7,8,13,480000,2,0,1,0,0,0
16361,243259,H. Spratt,18,https://cdn.sofifa.org/players/4/19/243259.png,England,https://cdn.sofifa.org/flags/14.png,57,70,Huddersfield Town,https://cdn.sofifa.org/teams/2/light/1939.png,160000,2000,1446,Left,1,3,2,Medium/ Medium,Lean,No,LB,51,2018-01-01,,2019,177,165,47,47,47,50,48,48,48,50,47,47,47,51,47,47,47,51,56,52,52,52,56,57,58,58,58,57,57,34,55,36,37,55,34,43,33,47,61,52,50,57,67,29,57,62,59,36,59,56,51,40,49,40,56,60,60,10,6,14,14,10,404000,2,0,1,0,0,0
16452,237176,R. Schofield,18,https://cdn.sofifa.org/players/4/19/237176.png,England,https://cdn.sofifa.org/flags/14.png,57,77,Huddersfield Town,https://cdn.sofifa.org/teams/2/light/1939.png,170000,1000,828,Right,1,2,1,Medium/ Medium,Lean,Yes,GK,31,2016-07-01,,2019,190,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,11,28,6,8,11,11,23,17,28,33,35,48,21,17,37,24,44,7,23,8,5,35,14,40,8,14,13,60,58,51,53,56,493000,1,1,0,0,0,0
17079,234039,R. Edmonds-Green,19,https://cdn.sofifa.org/players/4/19/234039.png,England,https://cdn.sofifa.org/flags/14.png,55,70,Huddersfield Town,https://cdn.sofifa.org/teams/2/light/1939.png,170000,2000,1242,Right,1,3,2,Medium/ Medium,Lean,No,CB,48,2017-07-15,,2019,180,161,38,38,38,37,37,37,37,37,36,36,36,39,39,39,39,39,49,50,50,50,49,52,56,56,56,52,28,18,49,38,23,30,26,28,30,43,61,54,39,51,65,40,68,51,61,19,53,59,24,27,33,50,59,54,52,14,8,11,12,14,429000,2,0,1,0,0,0
